"ï..Name","Length","EffectiveLength","TPM","NumReads","mgi_symbol","external_gene_name"
"ENSMUSG00000043531",4560,4411.68,0,0,"Sorcs1","Sorcs1"
"ENSMUSG00000043537",2888,2739.33,0,0,"Vmn1r225","Vmn1r225"
"ENSMUSG00000043556",3561,3412.3,0,0,"Fbxl7","Fbxl7"
"ENSMUSG00000043557",2767,2619.84,0,0,"Mdga1","Mdga1"
"ENSMUSG00000043569",814,665.43,0,0,"Cldn34c4","Cldn34c4"
"ENSMUSG00000043583",1395,1246.3,0,0,"4930470P17Rik","4930470P17Rik"
"ENSMUSG00000043605",2366,2216.8,0,0,"Or2a7","Or2a7"
"ENSMUSG00000043648",1351,1201.85,0,0,"Pld6","Pld6"
"ENSMUSG00000043659",1675,1525.89,0,0,"Npsr1","Npsr1"
"ENSMUSG00000043661",800,650.94,0,0,"Gm9785","Gm9785"
"ENSMUSG00000043681",408,260.57,0,0,"Fam25c","Fam25c"
"ENSMUSG00000043692",1400,1250.8,0,0,"Or3a4","Or3a4"
"ENSMUSG00000043698",2058,1909,0,0,"Or13p10","Or13p10"
"ENSMUSG00000043705",1983,1833.8,0,0,"Capn13","Capn13"
"ENSMUSG00000043715",3637,3488.3,0,0,"Or7r1","Or7r1"
"ENSMUSG00000043719",6611,6462.3,0,0,"Col6a6","Col6a6"
"ENSMUSG00000043727",1925,1776.3,0,0,"F830045P16Rik","F830045P16Rik"
"ENSMUSG00000043753",2339,2190.43,0,0,"Dmrta1","Dmrta1"
"ENSMUSG00000043760",4027,3878.13,0,0,"Pkhd1","Pkhd1"
"ENSMUSG00000043782",1590,1441.33,0,0,"Bicdl2","Bicdl2"
"ENSMUSG00000043787",1003,854.3,0,0,"Defb12","Defb12"
"ENSMUSG00000043800",1047,897.97,0,0,"Kifc5c-ps","Kifc5c-ps"
"ENSMUSG00000043827",1407,1257.97,0,0,"Or2i1","Or2i1"
"ENSMUSG00000043855",2420,2271.63,0,0,"Or10ab4","Or10ab4"
"ENSMUSG00000043859",543,394.68,0,0,"1700049L16Rik","1700049L16Rik"
"ENSMUSG00000043865",900,751.4,0,0,"Tas2r118","Tas2r118"
"ENSMUSG00000043880",1100,951.73,0,0,"Or11l3","Or11l3"
"ENSMUSG00000043892",2061,1912.35,0,0,"Or2ah1","Or2ah1"
"ENSMUSG00000043897",3875,3726.3,0,0,"Vmn2r2","Vmn2r2"
"ENSMUSG00000043911",2580,2431.3,0,0,"Or8b55","Or8b55"
"ENSMUSG00000043925",3270,3121.3,0,0,"Or55b4","Or55b4"
"ENSMUSG00000043931",899,751,0,0,"Gimap7","Gimap7"
"ENSMUSG00000043945",2558,2409.3,0,0,"Adam6a","Adam6a"
"ENSMUSG00000043948",1648,1499.34,0,0,"Or52b2","Or52b2"
"ENSMUSG00000043972",1906,1757.3,0,0,"Opn5","Opn5"
"ENSMUSG00000043982",304,160.08,0,0,"Krtap19-4","Krtap19-4"
"ENSMUSG00000043986",3827,3678.3,0,0,"Spata31d1d","Spata31d1d"
"ENSMUSG00000044014",1925,1776.63,0,0,"Npy5r","Npy5r"
"ENSMUSG00000044021",4399,4250.05,0,0,NA,NA
"ENSMUSG00000044022",4705,4556.3,0,0,"Pcdhb21","Pcdhb21"
"ENSMUSG00000044025",1850,1701.55,0,0,"Or6c75","Or6c75"
"ENSMUSG00000044029",1719,1570.66,0,0,"Or5k15","Or5k15"
"ENSMUSG00000044039",1133,983.85,0,0,"Or4g7","Or4g7"
"ENSMUSG00000044040",1309,1159.85,0,0,"Or9q2","Or9q2"
"ENSMUSG00000044052",1726,1577.3,0,0,"Ccr10","Ccr10"
"ENSMUSG00000044056",685,535.99,0,0,"Efcab9","Efcab9"
"ENSMUSG00000044058",601,452.56,0,0,"Mthfr-ps1","Mthfr-ps1"
"ENSMUSG00000044061",1959,1810.3,0,0,"Or2w25","Or2w25"
"ENSMUSG00000044067",2954,2804.83,0,0,"Gpr22","Gpr22"
"ENSMUSG00000044081",1979,1830.63,0,0,"Zfp85os","Zfp85os"
"ENSMUSG00000044084",1640,1491.3,0,0,"Spem2","Spem2"
"ENSMUSG00000044086",2215,2066.3,0,0,"Lmod3","Lmod3"
"ENSMUSG00000044106",3820,3670.97,0,0,"Or7e174","Or7e174"
"ENSMUSG00000044120",2401,2251.84,0,0,"Or56a5","Or56a5"
"ENSMUSG00000044141",851,702.41,0,0,"E130201H02Rik","E130201H02Rik"
"ENSMUSG00000044170",2736,2586.8,0,0,"Or2y14","Or2y14"
"ENSMUSG00000044172",1318,1169.55,0,0,"Ptx4","Ptx4"
"ENSMUSG00000044186",1134,985.3,0,0,"Nkx2-6","Nkx2-6"
"ENSMUSG00000044205",3623,3474.3,0,0,"Or8b57","Or8b57"
"ENSMUSG00000044213",1420,1271.3,0,0,"Or5t9","Or5t9"
"ENSMUSG00000044222",452,304.12,0,0,"Defb13","Defb13"
"ENSMUSG00000044227",397,249.74,0,0,"Gm9789","Gm9789"
"ENSMUSG00000044248",3064,2915.3,0,0,"Vmn1r45","Vmn1r45"
"ENSMUSG00000044249",462,314.03,0,0,"Defb29","Defb29"
"ENSMUSG00000044265",1594,1445.35,0,0,"Olfm5","Olfm5"
"ENSMUSG00000044286",2515,2366.7,0,0,"Or5au1","Or5au1"
"ENSMUSG00000044292",1363,1214.35,0,0,"Or10g7","Or10g7"
"ENSMUSG00000044293",2004,1854.84,0,0,"Or6c88","Or6c88"
"ENSMUSG00000044312",1117,968.75,0,0,"Neurog3","Neurog3"
"ENSMUSG00000044320",879,730.28,0,0,"1700001O22Rik","1700001O22Rik"
"ENSMUSG00000044365",3385,3236.3,0,0,"Cxxc4","Cxxc4"
"ENSMUSG00000044375",5015,4866.3,0,0,"Pcare","Pcare"
"ENSMUSG00000044378",1266,1117.41,0,0,"Slc15a5","Slc15a5"
"ENSMUSG00000044429",671,522.49,0,0,"Cryga","Cryga"
"ENSMUSG00000044430",1020,870.85,0,0,"Klk12","Klk12"
"ENSMUSG00000044444",545,396.67,0,0,"Pfn3","Pfn3"
"ENSMUSG00000044453",4175,4026.3,0,0,"Ffar1","Ffar1"
"ENSMUSG00000044454",3280,3131.66,0,0,"Or7d11","Or7d11"
"ENSMUSG00000044471",934,788.56,0,0,"Lncpint","Lncpint"
"ENSMUSG00000044485",863,714.41,0,0,"Klk1b11","Klk1b11"
"ENSMUSG00000044487",1200,1051.34,0,0,"Or12e1","Or12e1"
"ENSMUSG00000044499",2165,2015.93,0,0,"Hs3st5","Hs3st5"
"ENSMUSG00000044505",3645,3496.3,0,0,"Lingo4","Lingo4"
"ENSMUSG00000044515",643,494.51,0,0,"Gm8385","Gm8385"
"ENSMUSG00000044518",867,718.41,0,0,"Foxe3","Foxe3"
"ENSMUSG00000044519",4301,4152.3,0,0,"Zfp488","Zfp488"
"ENSMUSG00000044522",1409,1260.03,0,0,"A730020M07Rik","A730020M07Rik"
"ENSMUSG00000044526",1184,1035.3,0,0,"Znrf4","Znrf4"
"ENSMUSG00000044537",660,511.63,0,0,"Or6c6b","Or6c6b"
"ENSMUSG00000044538",960,811.39,0,0,"Obox3-ps8","Obox3-ps8"
"ENSMUSG00000044542",701,552.71,0,0,"Prop1","Prop1"
"ENSMUSG00000044544",1013,864.09,0,0,"4921513I03Rik","4921513I03Rik"
"ENSMUSG00000044556",802,653.43,0,0,"Tex38","Tex38"
"ENSMUSG00000044560",2046,1897.33,0,0,"Or4k52","Or4k52"
"ENSMUSG00000044576",3865,3716.3,0,0,"Garem2","Garem2"
"ENSMUSG00000044581",9137,8988.3,0,0,"4932415D10Rik","4932415D10Rik"
"ENSMUSG00000044594",1616,1466.8,0,0,"Serpinb3a","Serpinb3a"
"ENSMUSG00000044597",2368,2219.3,0,0,"Mycs","Mycs"
"ENSMUSG00000044624",2154,2004.8,0,0,"Gm4922","Gm4922"
"ENSMUSG00000044633",2416,2267.59,0,0,"B530045E10Rik","B530045E10Rik"
"ENSMUSG00000044639",412,264.52,0,0,"Gm11507","Gm11507"
"ENSMUSG00000044647",3266,3117.32,0,0,"Csrnp3","Csrnp3"
"ENSMUSG00000044649",974,825.39,0,0,"Krtap4-2","Krtap4-2"
"ENSMUSG00000044664",1584,1435.3,0,0,"Prss42","Prss42"
"ENSMUSG00000044667",4331,4181.97,0,0,"Plppr4","Plppr4"
"ENSMUSG00000044689",1432,1283.3,0,0,"Gm13749","Gm13749"
"ENSMUSG00000044697",435,287.28,0,0,"Gm5479","Gm5479"
"ENSMUSG00000044701",1021,872.3,0,0,"Il27","Il27"
"ENSMUSG00000044705",2334,2185.35,0,0,"Or52e18","Or52e18"
"ENSMUSG00000044708",5407,5258.3,0,0,"Kcnj10","Kcnj10"
"ENSMUSG00000044726",2383,2234.3,0,0,"Erich5","Erich5"
"ENSMUSG00000044743",298,154.49,0,0,"Defb10","Defb10"
"ENSMUSG00000044772",1240,1091.3,0,0,"Sntn","Sntn"
"ENSMUSG00000044787",1112,963.3,0,0,"Spata32","Spata32"
"ENSMUSG00000044798",1870,1721.05,0,0,"Or8b56","Or8b56"
"ENSMUSG00000044801",960,811.39,0,0,"Or13c7d","Or13c7d"
"ENSMUSG00000044819",3732,3583.3,0,0,"Oxgr1","Oxgr1"
"ENSMUSG00000044824",2479,2330.66,0,0,"Or55b10","Or55b10"
"ENSMUSG00000044863",468,319.99,0,0,"Defb36","Defb36"
"ENSMUSG00000044897",1618,1469.66,0,0,"Or6c74","Or6c74"
"ENSMUSG00000044899",1161,1011.85,0,0,"Or52h2","Or52h2"
"ENSMUSG00000044923",4522,4373.3,0,0,"Or5m5","Or5m5"
"ENSMUSG00000044933",2362,2213.23,0,0,"Sstr3","Sstr3"
"ENSMUSG00000044951",2295,2145.84,0,0,"Mylk4","Mylk4"
"ENSMUSG00000044957",2476,2327.3,0,0,"Pp2d1","Pp2d1"
"ENSMUSG00000044985",3600,3451.3,0,0,"Or2b4","Or2b4"
"ENSMUSG00000044988",1478,1329.3,0,0,"Ucn3","Ucn3"
"ENSMUSG00000044994",2602,2453.16,0,0,"Or4d10c","Or4d10c"
"ENSMUSG00000045008",1862,1712.8,0,0,"9030612E09Rik","9030612E09Rik"
"ENSMUSG00000045009",2866,2716.9,0,0,"Prrt3","Prrt3"
"ENSMUSG00000045013",3575,3426.3,0,0,"Or6b6","Or6b6"
"ENSMUSG00000045019",2429,2280.3,0,0,"Acer1","Acer1"
"ENSMUSG00000045022",481,332.93,0,0,"H2bl1","H2bl1"
"ENSMUSG00000045030",3761,3611.97,0,0,"Or5b95","Or5b95"
"ENSMUSG00000045052",1573,1424.3,0,0,"Prlhr","Prlhr"
"ENSMUSG00000045062",3501,3352.3,0,0,"Pcdhb7","Pcdhb7"
"ENSMUSG00000045083",2089,1940.36,0,0,"Lingo2","Lingo2"
"ENSMUSG00000045091",1088,939.3,0,0,"Aqp12","Aqp12"
"ENSMUSG00000045109",984,835.39,0,0,"Krtap4-7","Krtap4-7"
"ENSMUSG00000045111",1038,889.3,0,0,"Taar6","Taar6"
"ENSMUSG00000045114",1140,994.96,0,0,"Prrt2","Prrt2"
"ENSMUSG00000045126",1001,852.3,0,0,"Or5b12b","Or5b12b"
"ENSMUSG00000045132",3822,3673.63,0,0,"Or51v14","Or51v14"
"ENSMUSG00000045148",1593,1444.35,0,0,"Or4c12b","Or4c12b"
"ENSMUSG00000045150",2778,2629.3,0,0,"Or5d35","Or5d35"
"ENSMUSG00000045174",4392,4243.3,0,0,"Amer3","Amer3"
"ENSMUSG00000045178",814,665.72,0,0,"4933411O13Rik","4933411O13Rik"
"ENSMUSG00000045179",2065,1916.3,0,0,"Sox3","Sox3"
"ENSMUSG00000045202",2176,2027.66,0,0,"Or2g1","Or2g1"
"ENSMUSG00000045204",1813,1664.35,0,0,"Or7g20","Or7g20"
"ENSMUSG00000045215",9033,8883.97,0,0,"Asxl3","Asxl3"
"ENSMUSG00000045217",716,567.03,0,0,"Ppp1r2-ps9","Ppp1r2-ps9"
"ENSMUSG00000045225",3567,3418.35,0,0,"Or5w19","Or5w19"
"ENSMUSG00000045232",634,485.52,0,0,"Rln3","Rln3"
"ENSMUSG00000045236",1046,897.3,0,0,"Krtap5-4","Krtap5-4"
"ENSMUSG00000045238",1163,1014.89,0,0,"A730035I17Rik","A730035I17Rik"
"ENSMUSG00000045267",1006,857.3,0,0,"Tas2r119","Tas2r119"
"ENSMUSG00000045288",3306,3157.3,0,0,"Ush1g","Ush1g"
"ENSMUSG00000045291",1193,1044.03,0,0,"E330021D16Rik","E330021D16Rik"
"ENSMUSG00000045306",2583,2433.97,0,0,"Or4m1","Or4m1"
"ENSMUSG00000045318",3445,3296.3,0,0,"Adra2c","Adra2c"
"ENSMUSG00000045322",3478,3329.3,0,0,"Tlr9","Tlr9"
"ENSMUSG00000045331",881,732.4,0,0,"2310079G19Rik","2310079G19Rik"
"ENSMUSG00000045336",1392,1243.3,0,0,"Hsfy2","Hsfy2"
"ENSMUSG00000045337",317,172.31,0,0,"Defb11","Defb11"
"ENSMUSG00000045339",669,521.05,0,0,"A930104D05Rik","A930104D05Rik"
"ENSMUSG00000045340",3487,3338.57,0,0,"Vmn1r70","Vmn1r70"
"ENSMUSG00000045341",4837,4688,0,0,"Or2l5","Or2l5"
"ENSMUSG00000045381",2687,2538.3,0,0,"Or10aa1","Or10aa1"
"ENSMUSG00000045395",1443,1294.3,0,0,"Or9i14","Or9i14"
"ENSMUSG00000045417",6265,6116.32,0,0,"Vmn1r230","Vmn1r230"
"ENSMUSG00000045421",1906,1756.85,0,0,"Or2y17","Or2y17"
"ENSMUSG00000045440",2660,2511.3,0,0,"Insm2","Insm2"
"ENSMUSG00000045463",2135,1986.3,0,0,"Slco6b1","Slco6b1"
"ENSMUSG00000045471",548,399.19,0,0,"Hcrt","Hcrt"
"ENSMUSG00000045474",1227,1077.8,0,0,"Or2ad1","Or2ad1"
"ENSMUSG00000045479",2865,2715.97,0,0,"Or9a2","Or9a2"
"ENSMUSG00000045493",2520,2371.3,0,0,"Bhlhe23","Bhlhe23"
"ENSMUSG00000045498",3787,3638.3,0,0,"Pcdhb3","Pcdhb3"
"ENSMUSG00000045508",1055,906.3,0,0,"Or2b28","Or2b28"
"ENSMUSG00000045509",2146,1997.3,0,0,"Gpr150","Gpr150"
"ENSMUSG00000045514",2216,2066.8,0,0,"Or9a4","Or9a4"
"ENSMUSG00000045515",7409,7260.3,0,0,"Pou3f3","Pou3f3"
"ENSMUSG00000045518",4776,4627.3,0,0,"Onecut3","Onecut3"
"ENSMUSG00000045521",1388,1239.3,0,0,"Tssk2","Tssk2"
"ENSMUSG00000045528",951,802.39,0,0,"Or8c13","Or8c13"
"ENSMUSG00000045532",1473,1324.3,0,0,"C1ql1","C1ql1"
"ENSMUSG00000045534",2862,2713.3,0,0,"Kcna5","Kcna5"
"ENSMUSG00000045539",1222,1073.3,0,0,"Sprr3","Sprr3"
"ENSMUSG00000045540",2238,2088.85,0,0,"Or52ad1","Or52ad1"
"ENSMUSG00000045559",5911,5762.63,0,0,"Or9k7","Or9k7"
"ENSMUSG00000045566",231,95.25,0,0,"Sprr4","Sprr4"
"ENSMUSG00000045569",1631,1482.3,0,0,"Mc2r","Mc2r"
"ENSMUSG00000045575",4744,4595.3,0,0,"Vmn1r233","Vmn1r233"
"ENSMUSG00000045581",1312,1163.3,0,0,"Or2d4","Or2d4"
"ENSMUSG00000045584",1324,1175,0,0,"Or51ag1","Or51ag1"
"ENSMUSG00000045587",812,663.71,0,0,"Lypd10","Lypd10"
"ENSMUSG00000045589",5166,5016.8,0,0,"Frrs1l","Frrs1l"
"ENSMUSG00000045591",2072,1923.3,0,0,"Olig3","Olig3"
"ENSMUSG00000045609",715,566.46,0,0,"Gm5455","Gm5455"
"ENSMUSG00000045613",3187,3037.89,0,0,"Chrm2","Chrm2"
"ENSMUSG00000045631",1147,997.85,0,0,"Tmprss12","Tmprss12"
"ENSMUSG00000045648",3591,3442.3,0,0,"Vwc2l","Vwc2l"
"ENSMUSG00000045655",1421,1272.41,0,0,"Fam216b","Fam216b"
"ENSMUSG00000045662",1367,1218.56,0,0,"Henmt1","Henmt1"
"ENSMUSG00000045678",6126,5976.8,0,0,"Or5b124","Or5b124"
"ENSMUSG00000045684",781,632.02,0,0,"Lcn6","Lcn6"
"ENSMUSG00000045689",3718,3569.3,0,0,"Pcdhb4","Pcdhb4"
"ENSMUSG00000045693",2001,1851.92,0,0,"Nlrp4e","Nlrp4e"
"ENSMUSG00000045694",360,213.56,0,0,"Gm4997","Gm4997"
"ENSMUSG00000045708",2059,1910.35,0,0,"Or2a25","Or2a25"
"ENSMUSG00000045744",849,700.43,0,0,"Bricd5","Bricd5"
"ENSMUSG00000045761",2689,2540.93,0,0,"Togaram2","Togaram2"
"ENSMUSG00000045776",4009,3860.3,0,0,"Lrtm1","Lrtm1"
"ENSMUSG00000045792",2304,2154.85,0,0,"Or51g1","Or51g1"
"ENSMUSG00000045794",569,420.94,0,0,"Lkaaear1","Lkaaear1"
"ENSMUSG00000045797",1781,1632.3,0,0,"4930402K13Rik","4930402K13Rik"
"ENSMUSG00000045813",1706,1557.43,0,0,"Gm9801","Gm9801"
"ENSMUSG00000045815",450,302.33,0,0,"1700101I19Rik","1700101I19Rik"
"ENSMUSG00000045824",1040,891.3,0,0,"Or51t4","Or51t4"
"ENSMUSG00000045835",1993,1844.3,0,0,"Hdgfl1","Hdgfl1"
"ENSMUSG00000045871",4240,4091.3,0,0,"Slitrk6","Slitrk6"
"ENSMUSG00000045875",3552,3402.97,0,0,"Adra1a","Adra1a"
"ENSMUSG00000045876",1898,1749.66,0,0,"Pcdhb8","Pcdhb8"
"ENSMUSG00000045883",1625,1476.26,0,0,"Or5b107","Or5b107"
"ENSMUSG00000045929",4460,4311.3,0,0,"Gm20715","Gm20715"
"ENSMUSG00000045952",397,249.74,0,0,"Gm5548","Gm5548"
"ENSMUSG00000045967",5376,5226.8,0,0,"Gpr158","Gpr158"
"ENSMUSG00000045989",421,273.3,0,0,"4930451I11Rik","4930451I11Rik"
"ENSMUSG00000045991",16234,16085.3,0,0,"Onecut2","Onecut2"
"ENSMUSG00000045994",2739,2589.97,0,0,"B3gat1","B3gat1"
"ENSMUSG00000046008",822,673.21,0,0,"Pnlip","Pnlip"
"ENSMUSG00000046016",2478,2328.82,0,0,"Or2w2","Or2w2"
"ENSMUSG00000046041",1656,1507.35,0,0,"Or6c3b","Or6c3b"
"ENSMUSG00000046049",4207,4058.3,0,0,"Rp1l1","Rp1l1"
"ENSMUSG00000046082",2252,2103.3,0,0,"Tmem174","Tmem174"
"ENSMUSG00000046095",1331,1182.33,0,0,"Krt32","Krt32"
"ENSMUSG00000046108",719,570.45,0,0,"Il17c","Il17c"
"ENSMUSG00000046109",2105,1956.3,0,0,"AB041806","AB041806"
"ENSMUSG00000046119",722,573.45,0,0,"1110008E08Rik","1110008E08Rik"
"ENSMUSG00000046130",5544,5395.03,0,0,"Vmn1r184","Vmn1r184"
"ENSMUSG00000046145",456,308.08,0,0,"1700018M17Rik","1700018M17Rik"
"ENSMUSG00000046150",2824,2675.66,0,0,"Or8b3b","Or8b3b"
"ENSMUSG00000046167",4658,4509.3,0,0,"Gldn","Gldn"
"ENSMUSG00000046168",1794,1644.8,0,0,"Kcnrg","Kcnrg"
"ENSMUSG00000046173",3223,3074.3,0,0,"Pabpc6","Pabpc6"
"ENSMUSG00000046178",2577,2427.97,0,0,"Nxph1","Nxph1"
"ENSMUSG00000046210",2463,2313.8,0,0,"Or4q3","Or4q3"
"ENSMUSG00000046219",2038,1889.38,0,0,"C230012O17Rik","C230012O17Rik"
"ENSMUSG00000046248",1363,1214.3,0,0,"Krtap5-3","Krtap5-3"
"ENSMUSG00000046272",1501,1351.8,0,0,"Or5b21","Or5b21"
"ENSMUSG00000046282",2589,2440.3,0,0,"Adam20","Adam20"
"ENSMUSG00000046287",3405,3256.3,0,0,"Pnma3","Pnma3"
"ENSMUSG00000046300",2315,2165.84,0,0,"Or9s27","Or9s27"
"ENSMUSG00000046321",1714,1564.8,0,0,"Hs3st2","Hs3st2"
"ENSMUSG00000046345",1410,1261.3,0,0,"Smco1","Smco1"
"ENSMUSG00000046354",204,73.68,0,0,"Defb14","Defb14"
"ENSMUSG00000046378",965,816.5,0,0,"Asphd1","Asphd1"
"ENSMUSG00000046388",552,403.66,0,0,"Gm9806","Gm9806"
"ENSMUSG00000046396",2563,2414.33,0,0,"Or51af1","Or51af1"
"ENSMUSG00000046431",1998,1849.3,0,0,"Or10a3","Or10a3"
"ENSMUSG00000046435",2106,1957.3,0,0,"Pramel24","Pramel24"
"ENSMUSG00000046438",523,374.74,0,0,"Scgb2b24","Scgb2b24"
"ENSMUSG00000046450",2078,1929,0,0,"Or13j1","Or13j1"
"ENSMUSG00000046456",2082,1932.8,0,0,"Tmem150b","Tmem150b"
"ENSMUSG00000046474",954,805.39,0,0,"Krtap4-16","Krtap4-16"
"ENSMUSG00000046480",4982,4833.3,0,0,"Scn4b","Scn4b"
"ENSMUSG00000046486",3064,2915.35,0,0,"Or6k6","Or6k6"
"ENSMUSG00000046493",2466,2317.46,0,0,"Or7a36","Or7a36"
"ENSMUSG00000046518",886,737.4,0,0,"Ferd3l","Ferd3l"
"ENSMUSG00000046590",950,801.39,0,0,"Or5d20-ps1","Or5d20-ps1"
"ENSMUSG00000046593",3505,3355.8,0,0,"Tmem215","Tmem215"
"ENSMUSG00000046615",1339,1190.3,0,0,"Actrt1","Actrt1"
"ENSMUSG00000046620",474,325.95,0,0,"Rps11-ps4","Rps11-ps4"
"ENSMUSG00000046636",801,652.43,0,0,"Gm7729","Gm7729"
"ENSMUSG00000046643",2658,2509.66,0,0,"Or10j3","Or10j3"
"ENSMUSG00000046650",5963,5814.69,0,0,"Or5an6","Or5an6"
"ENSMUSG00000046652",882,733.4,0,0,"Tas2r143","Tas2r143"
"ENSMUSG00000046678",4332,4183.07,0,0,"Or10g6","Or10g6"
"ENSMUSG00000046714",2725,2576.3,0,0,"Foxc2","Foxc2"
"ENSMUSG00000046716",2383,2234.3,0,0,"Vmn1r67","Vmn1r67"
"ENSMUSG00000046717",1456,1307.3,0,0,"Igbp1b","Igbp1b"
"ENSMUSG00000046723",2887,2738.3,0,0,"Adam24","Adam24"
"ENSMUSG00000046747",968,819.39,0,0,"Gm9812","Gm9812"
"ENSMUSG00000046755",2244,2095.3,0,0,"Kif2b","Kif2b"
"ENSMUSG00000046764",1351,1202.43,0,0,"A530053G22Rik","A530053G22Rik"
"ENSMUSG00000046790",3313,3164.33,0,0,"Or13p3","Or13p3"
"ENSMUSG00000046793",3229,3079.8,0,0,"Gpr61","Gpr61"
"ENSMUSG00000046845",538,389.7,0,0,"Il1f10","Il1f10"
"ENSMUSG00000046854",1197,1048.64,0,0,"Pip5kl1","Pip5kl1"
"ENSMUSG00000046881",3816,3667.63,0,0,"Or1ab2","Or1ab2"
"ENSMUSG00000046886",1542,1393.73,0,0,"Zfp474","Zfp474"
"ENSMUSG00000046913",1316,1166.85,0,0,"Or5b99","Or5b99"
"ENSMUSG00000046922",1786,1637.3,0,0,"Gpr6","Gpr6"
"ENSMUSG00000046924",4054,3904.84,0,0,"Vmn1r179","Vmn1r179"
"ENSMUSG00000046932",5221,5071.82,0,0,"Vmn1r193","Vmn1r193"
"ENSMUSG00000046934",1953,1804.3,0,0,"Csl","Csl"
"ENSMUSG00000046952",1227,1078.3,0,0,"Gm5815","Gm5815"
"ENSMUSG00000046957",1537,1388.3,0,0,"Spz1","Spz1"
"ENSMUSG00000046958",7491,7342.3,0,0,"4930432E11Rik","4930432E11Rik"
"ENSMUSG00000046975",1860,1710.8,0,0,"Or5ap2","Or5ap2"
"ENSMUSG00000046995",517,368.76,0,0,"2610303G11Rik","2610303G11Rik"
"ENSMUSG00000047002",613,464.54,0,0,"Msgn1","Msgn1"
"ENSMUSG00000047013",6475,6325.97,0,0,"Fbxo41","Fbxo41"
"ENSMUSG00000047014",2034,1886.11,0,0,"Catsperb","Catsperb"
"ENSMUSG00000047021",4366,4217.63,0,0,"Cfap65","Cfap65"
"ENSMUSG00000047025",1865,1716.3,0,0,"Ccer1","Ccer1"
"ENSMUSG00000047031",4261,4112.12,0,0,"Vmn1r68","Vmn1r68"
"ENSMUSG00000047033",2801,2652.3,0,0,"Pcdhb15","Pcdhb15"
"ENSMUSG00000047039",1897,1747.85,0,0,"Or5w8","Or5w8"
"ENSMUSG00000047046",581,432.6,0,0,"1700031F10Rik","1700031F10Rik"
"ENSMUSG00000047048",3302,3153.66,0,0,"Or10aa3","Or10aa3"
"ENSMUSG00000047050",2950,2800.85,0,0,"Or8b50","Or8b50"
"ENSMUSG00000047053",1317,1168.3,0,0,"Teddm1a","Teddm1a"
"ENSMUSG00000047079",743,594.45,0,0,"Ube2dnl2","Ube2dnl2"
"ENSMUSG00000047085",1452,1303.72,0,0,"Lrrc4b","Lrrc4b"
"ENSMUSG00000047102",960,811.39,0,0,"Tas2r139","Tas2r139"
"ENSMUSG00000047108",1374,1225.3,0,0,"Dnajb7","Dnajb7"
"ENSMUSG00000047129",1035,886.04,0,0,"1700113H08Rik","1700113H08Rik"
"ENSMUSG00000047149",1387,1238,0,0,"Or5j3","Or5j3"
"ENSMUSG00000047168",685,536.48,0,0,"Gm6684","Gm6684"
"ENSMUSG00000047171",1092,943.9,0,0,"Helt","Helt"
"ENSMUSG00000047189",255,115.71,0,0,"Gm9818","Gm9818"
"ENSMUSG00000047197",837,688.42,0,0,"Gjd3","Gjd3"
"ENSMUSG00000047203",2091,1942.35,0,0,"Vmn1r54","Vmn1r54"
"ENSMUSG00000047207",1726,1576.97,0,0,"Or10q12","Or10q12"
"ENSMUSG00000047225",2595,2446.07,0,0,"Or56a4","Or56a4"
"ENSMUSG00000047228",1875,1726.6,0,0,"A2ml1","A2ml1"
"ENSMUSG00000047237",1233,1084.76,0,0,"Fbxw21","Fbxw21"
"ENSMUSG00000047253",1041,892.3,0,0,"Krtap1-5","Krtap1-5"
"ENSMUSG00000047259",2803,2654.3,0,0,"Mc4r","Mc4r"
"ENSMUSG00000047286",2724,2574.97,0,0,"Or10k2","Or10k2"
"ENSMUSG00000047295",1619,1470.35,0,0,"Smgc","Smgc"
"ENSMUSG00000047307",3710,3561.3,0,0,"Pcdhb13","Pcdhb13"
"ENSMUSG00000047324",2012,1863.3,0,0,"4931429P17Rik","4931429P17Rik"
"ENSMUSG00000047352",2482,2333.05,0,0,"Or10d5j","Or10d5j"
"ENSMUSG00000047356",1106,957.3,0,0,"Lcn10","Lcn10"
"ENSMUSG00000047383",878,729.4,0,0,"Gm55816","Gm55816"
"ENSMUSG00000047384",1824,1675.3,0,0,"A730013G03Rik","A730013G03Rik"
"ENSMUSG00000047390",310,165.7,0,0,"Defb9","Defb9"
"ENSMUSG00000047441",1125,977.05,0,0,"Antxrl","Antxrl"
"ENSMUSG00000047462",2764,2615.3,0,0,"Gpr141b","Gpr141b"
"ENSMUSG00000047485",1935,1786.3,0,0,"Klhl34","Klhl34"
"ENSMUSG00000047492",5319,5170.3,0,0,"Inhbe","Inhbe"
"ENSMUSG00000047495",2473,2324.14,0,0,"Dlgap2","Dlgap2"
"ENSMUSG00000047511",2584,2434.82,0,0,"Or2v2","Or2v2"
"ENSMUSG00000047517",3637,3487.84,0,0,"Dmbt1","Dmbt1"
"ENSMUSG00000047518",1762,1613.3,0,0,"Slfnl1","Slfnl1"
"ENSMUSG00000047531",1669,1520.35,0,0,"Rtp2","Rtp2"
"ENSMUSG00000047535",3851,3702.3,0,0,"Or52z1","Or52z1"
"ENSMUSG00000047544",1407,1258.66,0,0,"Or51ac3","Or51ac3"
"ENSMUSG00000047545",1982,1833.63,0,0,"Or52ae9","Or52ae9"
